anchors,edges,error,failure,flipped,flipped_count,loo_max_los_m,los_max_offset_m,los_median_offset_m,margins,meta_bias_hi,meta_bias_lo,meta_cap,meta_gap,meta_seed,meta_shadow,method,nlos_edges,nlos_median_offset_m,objective,oracle_flips,oracle_objective,orient_flip,positions,runtime_s,scene,status,truth
8,28,,none,,0,0.38546252044125656,0.017681919852587245,0.011883899442640178,"{""G1"": 23.4, ""G2"": 198.26, ""G3"": 87.02, ""N1"": 75.2, ""N2"": 105.25, ""N3"": 99.29, ""N4"": 60.86, ""T"": 18.81}",5.0,3.0,0,0.0,6,hetero,p_af_c16_d1,16,0.6446301778460297,78.95184523927654,0,78.95184523653228,0,"{""G1"": [0.0, 0.0], ""G2"": [1.993, 0.0], ""G3"": [3.105, -0.23], ""N1"": [-5.714, 7.879], ""N2"": [-5.775, 6.585], ""N3"": [-5.816, 5.029], ""N4"": [-4.438, 7.361], ""T"": [1.507, 2.11]}",1.4132299199991394,drawing_b3-5_g0_hetero_cap0_r6,ok,"{""N1"": [2.7, 8.3], ""N2"": [4.0, 8.3], ""N3"": [5.6, 8.3], ""N4"": [3.2, 7.0], ""G1"": [10.3, 3.1], ""G2"": [10.3, 1.1], ""G3"": [10.5, 0.0], ""T"": [8.2, 1.6]}"
8,28,,unknown,G1 G3 T,3,3.7143102093271323,0.3004493555348927,0.2070602993005884,{},5.0,3.0,0,0.0,3,hetero,gui_intervals,16,13.170953254442306,812.0112071093761,-1,nan,1,"{""G1"": [0.0, 0.0], ""G2"": [1.834, 0.0], ""G3"": [3.073, -0.114], ""N1"": [-7.412, -6.18], ""N2"": [-6.136, -6.434], ""N3"": [-4.54, -6.776], ""N4"": [-6.573, -4.974], ""T"": [1.877, 2.418]}",3.944005741010187,drawing_b3-5_g0_hetero_cap0_r3,ok,"{""N1"": [2.7, 8.3], ""N2"": [4.0, 8.3], ""N3"": [5.6, 8.3], ""N4"": [3.2, 7.0], ""G1"": [10.3, 3.1], ""G2"": [10.3, 1.1], ""G3"": [10.5, 0.0], ""T"": [8.2, 1.6]}"
8,28,,unknown,G3 T,2,4.621980847284597,0.16582356296870682,0.12122582836138897,{},5.0,3.0,0,0.0,5,hetero,gui_intervals,16,13.969945629431013,206.10186008844772,-1,nan,1,"{""G1"": [0.0, 0.0], ""G2"": [1.901, 0.0], ""G3"": [3.152, -0.098], ""N1"": [-5.288, 8.275], ""N2"": [-5.47, 7.057], ""N3"": [-5.406, 5.373], ""N4"": [-4.081, 7.784], ""T"": [1.534, -2.223]}",3.4002576890052296,drawing_b3-5_g0_hetero_cap0_r5,ok,"{""N1"": [2.7, 8.3], ""N2"": [4.0, 8.3], ""N3"": [5.6, 8.3], ""N4"": [3.2, 7.0], ""G1"": [10.3, 3.1], ""G2"": [10.3, 1.1], ""G3"": [10.5, 0.0], ""T"": [8.2, 1.6]}"
8,28,,none,,0,0.41429866518634373,0.042294764254001256,0.02127766780750696,"{""G1"": 42.6, ""G2"": 211.54, ""G3"": 88.82, ""N1"": 82.4, ""N2"": 109.58, ""N3"": 116.75, ""N4"": 55.43, ""T"": 13.48}",5.0,3.0,0,0.0,7,hetero,p_af_c16_d1,16,0.6912880745882379,61.29390888150813,0,61.293908878420865,0,"{""G1"": [0.0, 0.0], ""G2"": [2.006, 0.0], ""G3"": [3.079, 0.286], ""N1"": [-5.272, -8.382], ""N2"": [-5.219, -7.042], ""N3"": [-5.298, -5.456], ""N4"": [-3.948, -7.901], ""T"": [1.531, -2.054]}",1.4586567970109172,drawing_b3-5_g0_hetero_cap0_r7,ok,"{""N1"": [2.7, 8.3], ""N2"": [4.0, 8.3], ""N3"": [5.6, 8.3], ""N4"": [3.2, 7.0], ""G1"": [10.3, 3.1], ""G2"": [10.3, 1.1], ""G3"": [10.5, 0.0], ""T"": [8.2, 1.6]}"
8,28,,none,,0,0.3771254010533885,0.04068625938726959,0.030156331375594005,"{""G1"": 26.9, ""G2"": 211.54, ""G3"": 86.81, ""N1"": 65.19, ""N2"": 190.09, ""N3"": 106.94, ""N4"": 30.56, ""T"": 39.3}",5.0,3.0,0,0.0,8,hetero,p_af_c16_d1,16,0.5849480344380187,75.96116415276485,0,75.9611641575125,0,"{""G1"": [0.0, 0.0], ""G2"": [1.934, 0.0], ""G3"": [3.063, 0.208], ""N1"": [-5.567, -8.085], ""N2"": [-5.541, -6.786], ""N3"": [-5.586, -5.186], ""N4"": [-4.289, -7.568], ""T"": [1.526, -2.113]}",0.7530242189968703,drawing_b3-5_g0_hetero_cap0_r8,ok,"{""N1"": [2.7, 8.3], ""N2"": [4.0, 8.3], ""N3"": [5.6, 8.3], ""N4"": [3.2, 7.0], ""G1"": [10.3, 3.1], ""G2"": [10.3, 1.1], ""G3"": [10.5, 0.0], ""T"": [8.2, 1.6]}"
8,28,,none,,0,0.42009850793027376,0.039694837562442686,0.029219653687839575,"{""G1"": 46.07, ""G2"": 213.81, ""G3"": 90.71, ""N1"": 76.11, ""N2"": 202.65, ""N3"": 123.26, ""N4"": 57.21, ""T"": 18.21}",5.0,3.0,0,0.0,9,hetero,p_af_c16_d1,16,0.7852483535166876,62.0064396667587,0,62.00643966433829,0,"{""G1"": [0.0, 0.0], ""G2"": [2.019, 0.0], ""G3"": [3.118, 0.27], ""N1"": [-4.918, -8.532], ""N2"": [-5.127, -7.248], ""N3"": [-5.217, -5.629], ""N4"": [-3.688, -7.847], ""T"": [1.599, -2.049]}",1.3385913569945842,drawing_b3-5_g0_hetero_cap0_r9,ok,"{""N1"": [2.7, 8.3], ""N2"": [4.0, 8.3], ""N3"": [5.6, 8.3], ""N4"": [3.2, 7.0], ""G1"": [10.3, 3.1], ""G2"": [10.3, 1.1], ""G3"": [10.5, 0.0], ""T"": [8.2, 1.6]}"
8,28,,unknown,G3 T,2,5.013744981900014,0.4212397318841598,0.28196589924389176,{},5.0,3.0,0,0.0,6,hetero,gui_intervals,16,14.8276851408082,530.2836359698006,-1,nan,1,"{""G1"": [0.0, 0.0], ""G2"": [1.902, 0.0], ""G3"": [3.164, -0.075], ""N1"": [-5.591, -8.15], ""N2"": [-5.813, -6.911], ""N3"": [-5.755, -5.303], ""N4"": [-4.369, -7.606], ""T"": [2.222, 2.442]}",4.693075342991506,drawing_b3-5_g0_hetero_cap0_r6,ok,"{""N1"": [2.7, 8.3], ""N2"": [4.0, 8.3], ""N3"": [5.6, 8.3], ""N4"": [3.2, 7.0], ""G1"": [10.3, 3.1], ""G2"": [10.3, 1.1], ""G3"": [10.5, 0.0], ""T"": [8.2, 1.6]}"
8,28,,unknown,G1 G3 T,3,3.4085877841525494,0.16514943909804597,0.11398634255284963,{},5.0,3.0,0,0.0,8,hetero,gui_intervals,16,12.926934158236552,283.4690694377143,-1,nan,1,"{""G1"": [0.0, 0.0], ""G2"": [1.836, 0.0], ""G3"": [3.06, 0.036], ""N1"": [-6.974, -6.902], ""N2"": [-5.648, -6.827], ""N3"": [-4.042, -6.869], ""N4"": [-6.28, -5.498], ""T"": [1.525, 2.249]}",2.9529585160053102,drawing_b3-5_g0_hetero_cap0_r8,ok,"{""N1"": [2.7, 8.3], ""N2"": [4.0, 8.3], ""N3"": [5.6, 8.3], ""N4"": [3.2, 7.0], ""G1"": [10.3, 3.1], ""G2"": [10.3, 1.1], ""G3"": [10.5, 0.0], ""T"": [8.2, 1.6]}"
8,28,,unknown,G1 G3 T,3,3.9137218828725495,0.30779998185731827,0.21255520717276977,{},5.0,3.0,0,0.0,7,hetero,gui_intervals,16,14.062085729272688,501.89925515574805,-1,nan,1,"{""G1"": [0.0, 0.0], ""G2"": [1.86, 0.0], ""G3"": [3.07, 0.099], ""N1"": [-6.712, 7.24], ""N2"": [-5.388, 7.28], ""N3"": [-3.79, 7.13], ""N4"": [-6.18, 5.89], ""T"": [1.981, -2.36]}",4.427910476006218,drawing_b3-5_g0_hetero_cap0_r7,ok,"{""N1"": [2.7, 8.3], ""N2"": [4.0, 8.3], ""N3"": [5.6, 8.3], ""N4"": [3.2, 7.0], ""G1"": [10.3, 3.1], ""G2"": [10.3, 1.1], ""G3"": [10.5, 0.0], ""T"": [8.2, 1.6]}"
8,28,,unknown,G3 T,2,4.769318893328685,0.2853358260771158,0.2028589424607033,{},5.0,3.0,0,0.0,9,hetero,gui_intervals,16,14.83706344536809,497.3136024316194,-1,nan,1,"{""G1"": [0.0, 0.0], ""G2"": [1.937, 0.0], ""G3"": [3.188, -0.036], ""N1"": [-4.865, -8.585], ""N2"": [-5.188, -7.339], ""N3"": [-5.442, -5.79], ""N4"": [-3.745, -7.917], ""T"": [2.021, 2.28]}",3.8982627709920052,drawing_b3-5_g0_hetero_cap0_r9,ok,"{""N1"": [2.7, 8.3], ""N2"": [4.0, 8.3], ""N3"": [5.6, 8.3], ""N4"": [3.2, 7.0], ""G1"": [10.3, 3.1], ""G2"": [10.3, 1.1], ""G3"": [10.5, 0.0], ""T"": [8.2, 1.6]}"
